text,label
"re : = 20 the virtual girlfriend and virtual boyfriend are artificial = intelligence = 20 programs for your ibm pc or compatible and also for macintosh . you = 20 can watch them , talk to them , ask them questions , tell them secrets , and = relate with them . watch them as you ask them to take off different = clothes and guide them through many different activities . watch and participate = in the hottest sexual activities available on computer , including : several sexual positions , using many unique toys , even bringing in multiple = partners . this is no doubt one of the most realistic , sexually stimulating = computer games available . they will remember your name , birthday , your likes and = your dislikes . every time you start the program , they say different things , = and act di",1
"mr . spivey has $ 291 , 003 for your family greetings , we are accepting your mortgage application . you have bad credit ? no problem at all ! you can get a loan of $ 500 , 000 with a small monthly payment . approval procedure will only take less than 2 minutes . just visit the link below and fill out the quick and easy form . http : / / www . lpjsjfv . info : 443 / abwcwga thank you for your time , best regards , quentin lambert general manager",1
"################################################## # # # Adult Club # # Offers FREE Membership # # # ##################################################>>>>> INSTANT ACCESS TO ALL SITES NOW >>>>> Your User Name And Password is. >>>>> User Name: zzzz@spamassassin.taint.org >>>>> Password: 15343 of the Best Adult Sites on the Internet for FREE!---------------------------------------NEWS 08/15/02 With just over 2.9 Million Members that signed up for FREE, Last month there were 721,184 New Members. Are you one of them yet???---------------------------------------Our Membership FAQQ. Why are you offering free access to 3 adult membership sites for free? A. I have advertisers that pay me for ad space so you don't have to pay for membership.Q. Is it true my membership is for life? A. Absolutely yo",1
"adv : 2002 china wireless congress - oct . 15 - 17 , 2002 [ sorry for multiple copies of this message . welcome to cwco 2 in china ] dear wireless colleagues : by the end of 2002 , china will have over 200 mln mobile users . from late of 2003 , china will issue 3 g licenses and full 3 g services will be available in 2005 . currently , there is still over 5 mln new mobile users coming every month , and the mobile revenue is increasing over 25 % every year . china is so far the world ' s largest wireless market , and the most potential business partner in the coming several years . to get involved in this huge business , 2002 china wireless congress is the best platform which focuses on the following issues : 1 . the new business models of china ' s mobile communications 2 . infrastructure o",1
"supervisor evaluation forms kitchen , louise : attached below you will find the final evaluation forms for your direct reports ; these forms have been pre - populated with your employees ' basic data . if you have already completed your employees ' final evaluations , you may disregard these forms . when completing the evaluation , carefully consider employee input , consolidated feedback and your observations of their performance and contribution , and encourage employee participation in the evaluation discussion . for many employees , this will be the only formal opportunity to discuss their performance with their supervisor . final evaluations should be completed and returned to your hr representative by august 17 ( july 31 for all those in business units reporting to enron europe ) for",0
"paliourg s * a * v * e online - vlagro , ambi % en , soma , ci * ali * s get fr criptions shipped to your door ! our us licensed doctors will write you a prescription and have it shipped to your door ! choose from weight loss , sexual aids , muscle relaxants etc ! we have the lowest prices and largest selection online ! click here to order now ! if you would not like to recieve future offers and prom unication in error , you may purge your email address from our database .",1
"* Steve Thomas [2002-08-28T07:52-0700]: > I also get a lot of them. I think they're using the domain registry > database to pull their victims' addresses. Along with the usual webmaster@* and probably a dash of web harvesting on the side from the ones I have seen.A recent conversation in two lines:Me: Okay, trafficmagnet is being access mapped off now. Junior admin [catching up on email after conference]: Thank God!-- Jeremy Mates http://www.sial.org/OpenPGP: 0x11C3D628 (4357 1D47 FF78 24BB 0FBF 7AA8 A846 9F86 11C3 D628) ------------------------------------------------------- This sf.net email is sponsored by: Jabber - The world's fastest growing real-time communications platform! Don't just IM. Build it in! http://www.jabber.com/osdn/xim _______________________________________________ Spa",0
"postings hi , i ' m working on a phonetics project about modern irish and i ' m having a hard time finding sources . can anyone recommend books or articles in english ? i ' , specifically interested in palatal ( slender ) consonants , so any work on that would be helpful too . thanks ! laurel sutton ( sutton @ garnet . berkeley . edu",0
"wanted acrobat , ms office 2 oo 3 ; adobe photoshop . xp pro ( sp 2 ) , macromedia , norton music my social he studied . most popular softwwares start from $ 20 oom windows xp pro ( sp 2 ) microsoft office 2003 system pro ( 5 cds ) nc adobe photoshop cs 8 . 0 adobe acrobat 7 . 0 professional autocad 2005 symantec norton systemworks dvdxcopy platinum 4 . 0 . 38 quickbooks 2004 premier edition macromedia studio mx 2004 qv microsoft office system professional 2003 norton antivirus 2005 adobe pagemaker 7 . 01 newsnothing order ur softwares here supposedto thus principle black hard beautiful .",1
"book - split update 4 / 25 / 2000 as we are nearing the deadline for the book - split project , i want to give you a status update . book - split completed separate cash & term books have been setup in enpower and global databases for every country pablo pissanetzky has written code to successfully transfer over 99 % of the deals into their proper regional books two dozen deals ( mainly annuities ) have been modified in production to transfer according to pablo ' s code all deals requiring manual intervention on go live date have been identified initial position report has been developed and tested for accuracy uncompleted communication to commercial of positions ( wed . april 26 ) presentation of the position report which allows commercial to view monthly peak / off - peak volumes by regi",0
"On Mon, 22 Jul 2002, Adam Rifkin wrote:--]By JOHN MARKOFF Ahhh the ahole reporter we all love to sneer at:)---]SAN FRANCISCO, July 21 -- In a significant challenge to Microsoft, --]RealNetworks plans to announce a new version of its software on Monday --]that can distribute audio and video in a range of formats, including --]Microsoft's own proprietary Windows Media.Real is more currupt that MS in so many real ways its astounding Real and MS CEOS dont felate each other at tech and mass media conferences.Real needs to die and die horribly. Thier biz practices alone give them an instant berth in the 5th circle of hell. ALl the crap they foist on systems during installation gets em free passes to all the other circles.http://xent.com/mailman/listinfo/fork",0
